color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Season,Episode,seriesID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot Fuzz,2007,R,20 Apr 2007,121 min,"Action, Comedy, Mystery",Edgar Wright,"Edgar Wright, Simon Pegg","Simon Pegg, Nick Frost, Martin Freeman","Top London cop PC Nicholas Angel is good. Too good. To stop the rest of his team looking bad, he is reassigned to the quiet town of Sandford. He is paired with Danny Butterman, who endlessly questions him on the action lifestyle. Everything seems quiet for Angel until two actors are found decapitated. It is called an accident, but Angel won't accept that, especially when more and more people turn up dead. Angel and Danny clash with everyone while they try to uncover the truth behind the mystery of the apparent ""accidents"".",English,"United Kingdom, France, United States",2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMzg4MDJhMDMtYmJiMS00ZDZmLThmZWUtYTMwZDM1YTc5MWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.8,"512,053",tt0425112,movie,31 Jul 2007,"$23,637,265",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Women,2008,PG-13,12 Sep 2008,114 min,"Comedy, Drama",Diane English,"Diane English, Clare Boothe Luce, Anita Loos","Meg Ryan, Eva Mendes, Annette Bening","Based on a very clever comedy by Claire Booth, wife of Time Publisher Henry Luce and later Ambassador to Italy. One of the surprises was an all-woman cast, novel in the 1930's. And although there were no men in the cast, most of the dialog was about them. The story is rather thin and depended on the fact that divorce, in the 1930's, was not only difficult but almost impossible in New York. Mrs. Stephen Haynes learns that her husband is seeing a salesgirl at Saks, and reluctantly divorces him, abetted by her friends, all of whom have romantic problems of their own. In the 1930's New York women who could afford it went to Nevada, where residency could be established quickly and divorce was relatively easy. The 1939 film, starring Norma Shearer, Paulette Goddard, Rosalind Russell, and Joan Crawford, was a hit. This one, with an even better looking cast, is definitely not, largely because someone tried to move a 1930's situation comedy into the present.",English,United States,4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjIwNjg2MTk1MV5BMl5BanBnXkFtZTcwODQxMzk3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.0,"22,335",tt0430770,movie,19 Dec 2008,"$26,902,075",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicky Cristina Barcelona,2008,PG-13,15 Aug 2008,96 min,"Comedy, Drama, Romance",Woody Allen,Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem","Sexually adventurous Cristina and her friend Vicky, who is bright but cautious, holiday in Barcelona where they meet the celebrated and wholly seductive painter, Juan Antonio. Vicky is not about to dive into a sexual adventure being committed to her forthcoming marriage. But Cristina is immediately captivated by Juan Antonio's free spirit and his romantic allure is enhanced when she hears the delicious details of his divorce from fellow artist, the tempestuous Maria Elena.","English, Spanish","Spain, United States",Won 1 Oscar. 32 wins & 54 nominations total,https://m.media-amazon.com/images/M/MV5BNjVkZGE1OWItYjMzNC00ZTcwLThiODAtYmYwNzJkMjk5OTVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.1,"259,535",tt0497465,movie,27 Jan 2009,"$23,216,709",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arn: The Knight Templar,2007,R,17 Dec 2007,139 min,"Action, Drama, Romance",Peter Flinth,"Jan Guillou, Hans Gunnarsson","Joakim Nätterqvist, Sofia Helin, Stellan Skarsgård","Arn, the son of a high-ranking Swedish nobleman, is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.","Swedish, English, Arabic, French, Latin","Sweden, United Kingdom, Denmark, Norway, Finland, Germany, Morocco",3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjY2NzE0OTQ4Nl5BMl5BanBnXkFtZTcwMzQ4NTE3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"22,592",tt0837106,movie,12 Oct 2010,N/A,N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Moms,2016,R,29 Jul 2016,100 min,Comedy,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kathryn Hahn, Kristen Bell","Amy has a seemingly perfect life - a great marriage, over-achieving kids, a beautiful home and a career. However, she's overworked, over-committed and exhausted to the point that she's about to snap. Fed up, she joins forces with two other over-stressed moms on a quest to liberate themselves from conventional responsibilities - going on a wild, un-mom-like binge of long overdue freedom, fun and self-indulgence - putting them on a collision course with PTA Queen Bee Gwendolyn and her clique of devoted perfect moms.",English,"United States, China",3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjIwNzE5MTgwNl5BMl5BanBnXkFtZTgwNjM4OTA0OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.2,"128,841",tt4651520,movie,01 Nov 2016,"$113,257,297",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boys and Girls,2000,PG-13,16 Jun 2000,94 min,"Comedy, Drama, Romance",Robert Iscove,"Andrew Lowery, Andrew Miller","Freddie Prinze Jr., Claire Forlani, Brendon Ryan Barrett","Jennifer and Ryan are students at UC Berkeley, acquaintances off and on since early adolescence. She's quick, witty, ironic, literary, and independent; he's deliberate, literal, serious, studying structural engineering, always working on a plan. They take walks, they console each other over break-ups, he shares his plans. She's headed for Italy after graduation. Then, to their equal surprise, they spend a night together. Her response is to skitter away from continued intimacy and want to stay friends; he's hurt by her response, so he withdraws. Can it all get sorted out before she leaves town?",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYWVjNTFiNGYtMmI0My00MzUzLWE4ZDgtYzAwOTIzYTQwZTE3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.4,"17,142",tt0204175,movie,10 Sep 2013,"$21,799,652",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Oleander,2002,PG-13,11 Oct 2002,109 min,Drama,Peter Kosminsky,"Janet Fitch, Mary Agnes Donoghue","Michelle Pfeiffer, Renée Zellweger, Robin Wright","Astrid Magnussen (Alison Lohman) is a fifteen-year-old girl, living in California. Her mother, Ingrid (Michelle Pfeiffer), is a beautiful, free-spirited poet and artist who also suffers from a borderline personality disorder (BPD). Their life, though unusual, is satisfying until one day, a man named Barry Kolker (Sir Billy Connolly) (that her mother refers to at first as ""The goat man"") comes into their lives, and Ingrid falls madly in love with him, only to have her heart broken, and her life ruined. For revenge, Ingrid murders Barry with the deadly poison of her favorite flower: the White Oleander. She is sent to prison for life, and Astrid has to go through foster home after foster home. Throughout nearly a decade, she experiences forbidden love, religion, near-death experiences, drugs, starvation, and how it feels to be loved. But throughout these years, she keeps in touch with her mother via letters to prison. And while Ingrid's gift is to give Astrid the power to survive, Astrid's gift is to teach her Mother about love.","English, Russian",United States,3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTI4NzYwOTM5MF5BMl5BanBnXkFtZTYwNDM4NDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.1,"33,054",tt0283139,movie,11 Mar 2003,"$16,357,770",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jennifer's Body,2009,R,18 Sep 2009,102 min,"Comedy, Horror",Karyn Kusama,Diablo Cody,"Megan Fox, Amanda Seyfried, Adam Brody","Nerdy, reserved bookworm Needy Lesnicki, and arrogant, conceited cheerleader Jennifer Check are best friends, though they share little in common. They share even less in common when Jennifer mysteriously gains an appetite for human blood after a disastrous fire at a local bar. As Needy's male classmates are steadily killed in gruesome attacks, the young girl must uncover the truth behind her friend's transformation and find a way to stop the bloodthirsty rampage before it reaches her own boyfriend Chip.","English, Spanish",United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.4,"139,243",tt1131734,movie,29 Dec 2009,"$16,204,793",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drowning Mona,2000,PG-13,03 Mar 2000,96 min,"Comedy, Crime, Mystery",Nick Gomez,Peter Steinfeld,"Danny DeVito, Bette Midler, Neve Campbell","Mona Dearly, a spiteful, loud-mouthed, unpopular woman, dies when the car she is driving plunges off a cliff and into a river near the small upstate New York town where she lives. Wyatt Rash, the local police chief, investigates and suspects foul play in Mona's death. The whole town is suspect, including Wyatt's daughter Ellen, who is about to marry landscape artist Bobby Calzone, whose business suffers from his lazy business partner, Jeff, Mona's slow-witted son, as well as waitress Rona Mace, who was having an affair with Mona's husband.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYWNhYWUxMzAtNmJmYS00Yjg5LWIyYWUtY2IxMDRjZmZhOTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.7,"14,986",tt0186045,movie,25 Jul 2000,"$15,506,764",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio Days,1987,PG,30 Jan 1987,88 min,Comedy,Woody Allen,Woody Allen,"Mia Farrow, Dianne Wiest, Mike Starr","Woody Allen's sentimental reminiscence about the golden age of radio. A series of vignettes involving radio personalities is intertwined with the life of a working class family in Rockaway Beach, NY circa 1942.","English, Spanish, Italian",United States,Nominated for 2 Oscars. 3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTYwNDg1NDYzOF5BMl5BanBnXkFtZTcwMDIwMzg4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.4,"34,694",tt0093818,movie,06 Nov 2001,"$14,792,779",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Left Behind,2014,PG-13,03 Oct 2014,110 min,"Action, Fantasy, Sci-Fi",Vic Armstrong,"Paul Lalonde, John Patus, Tim LaHaye","Nicolas Cage, Lea Thompson, Cassi Thomson","Left Behind finds commercial airline pilot Ray Steele (Nicholas Cage) struggling to keep his passengers calm and his plane afloat after the Biblical Rapture strikes mid-flight. Meanwhile, GWN reporter Cameron ""Buck"" Williams (Chad Michael Murray) becomes Ray's reluctant co-pilot, and Ray's terrified daughter Chloe (Cassi Thompson) braves the chaos of the city streets in search of her brother and mother..",English,"United States, Canada",5 nominations,https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12,3.1,"40,659",tt2467046,movie,06 Jan 2015,"$14,019,924",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remember Me,2010,PG-13,12 Mar 2010,113 min,"Drama, Romance",Allen Coulter,Will Fetters,"Robert Pattinson, Emilie de Ravin, Caitlyn Rund","A romantic drama set in New York City during the summer of 2001, where Tyler, a rebellious young man, meets Ally through a twist of fate. Her spirit helps him heal after a family tragedy, though soon the circumstances that brought them together threaten to tear them apart.","English, Chinese",United States,4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,7.1,"150,294",tt1403981,movie,22 Jun 2010,"$19,068,240",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,How to Deal,2003,PG-13,18 Jul 2003,101 min,"Comedy, Drama, Romance",Clare Kilner,"Sarah Dessen, Neena Beber","Mandy Moore, Trent Ford, Dylan Baker","Halley is a young high school student who is disillusioned with love after seeing the many dysfunctional relationships around her. Her parents are now divorced and her father has a new young girlfriend she doesn't care for too much. Her mother is now always alone; and her sister is so overwhelmed by her upcoming wedding that she barely leaves the house anymore. On top of that, the shallowness of all the girls and guys at her school convinces Halley that finding true love is impossible. A tragic accident, however, leads her to meeting Macon, and suddenly Halley finds that true love can occur under unusual circumstances.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTMzOTk0NDA4OV5BMl5BanBnXkFtZTYwNTY5NjY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.6,"9,793",tt0319524,movie,09 Dec 2003,"$14,195,227",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,My Stepmother Is an Alien,1988,PG-13,09 Dec 1988,105 min,"Comedy, Sci-Fi",Richard Benjamin,"Jerico Stone, Herschel Weingrod, Timothy Harris","Dan Aykroyd, Kim Basinger, Jon Lovitz","An alien is sent on a secret mission to Earth, where she appears as a gorgeous, attractive, and single lady. Her mission is to make contact with a rather nerdy young scientist, who's quite overwhelmed by her attentions, and isn't aware of the connection between her arrival and his work.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BNzhiMjRlMDEtYzYwNi00MzY5LTlmZDgtOTM2ZDBjN2Y2N2FlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.4,"26,939",tt0095687,movie,14 Apr 1998,"$13,854,000",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1993,PG-13,14 Jan 1994,125 min,Drama,Jonathan Demme,Ron Nyswaner,"Tom Hanks, Denzel Washington, Roberta Maxwell","Fearing it would compromise his career, lawyer Andrew Beckett hides his homosexuality and HIV status at a powerful Philadelphia law firm. But his secret is exposed when a colleague spots the illness's telltale lesions. Fired shortly afterwards, Beckett resolves to sue for discrimination, teaming up with Joe Miller (Denzel Washington), the only lawyer willing to help. In court, they face one of his ex-employers top litigators, Belinda Conine.",English,United States,Won 2 Oscars. 20 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.7,"246,942",tt0107818,movie,03 Sep 2002,"$77,446,440",N/A,N/A,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Thirteenth Floor,1999,R,28 May 1999,100 min,"Mystery, Sci-Fi, Thriller",Josef Rusnak,"Daniel F. Galouye, Josef Rusnak, Ravel Centeno-Rodriguez","Craig Bierko, Gretchen Mol, Armin Mueller-Stahl","Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in the computer generated parallel world his company has created (which looks like the 30's with seemingly real people with real emotions). Fuller is murdered in our real world the same night, and his colleague is suspected. Douglas discovers a bloody shirt in his bathroom and he cannot recall what he was doing the night Fuller was murdered. He logs into the system in order to find the letter, but has to confront the unexpected. The truth is harsher than he could ever imagine...",English,"United States, Germany",1 nomination,https://m.media-amazon.com/images/M/MV5BYTY2ZTZlN2QtNGFiNy00ZmZlLThiMjItOWMwOWEyZDJjNTA3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,7.0,"74,115",tt0139809,movie,22 May 2001,"$11,916,661",N/A,N/A,True,,,,
